"altName","AverageShortestPathLength","baseMean","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","ensembl_id","IsSingleNode","lfcSE","log2FoldChange","MCODE::Clusters (1)","MCODE::Node Status (1)","MCODE::Score (1)","name","NeighborhoodConnectivity","nodeAttr[nodesPresent, ]","NumberOfDirectedEdges","NumberOfUndirectedEdges","padj","PartnerOfMultiEdgedNodePairs","pvalue","Radiality","selected","SelfLoops","shared name","stat","Stress","symbol_name","TopologicalCoefficient"
,"1.4784313725490197","1598.72345926151","0.0166687493713288","0.676392572944297","0.15006440532417348","137","3","ENSG00000108774","false","0.193771617263798","1.08378479829283","Cluster 1","Clustered","9.787878787878789","5878","51.372262773722625","blue","0","137","2.19623584768084E-6","0","2.23045655092795E-8","0.9975210809712487","true","0","5878","5.59310395194449","185826","RAB5C","0.20467036961642482"
,"1.8313725490196078","1830.28589854894","0.00575893471773392","0.5460385438972163","0.0787466501752216","99","4","ENSG00000035862","false","0.202884866885039","1.00399034633837","Cluster 5","Clustered","5.471014492753623","7077","52.05050505050505","blue","0","99","4.040411728598E-5","0","7.47599832920887E-7","0.9956923702123336","false","0","7077","4.94857187602497","102818","TIMP2","0.270675505050505"
,"1.5372549019607844","2021.03908160436","0.03151340211064211","0.6505102040816326","0.16359086643728496","139","3","ENSG00000167461","false","0.166832396398456","0.89817709043312","Cluster 1","Clustered","10.223835450695704","4218","48.280575539568346","blue","0","139","5.91521549274317E-6","0","7.29663940395884E-8","0.9972162958447628","false","0","4218","5.38370909860905","211430","RAB8A","0.21614994999516082"
,"1.3764705882352941","771.234476687219","0.06693775752414684","0.7264957264957265","0.15239138371668492","166","3","ENSG00000099341","false","0.180396091871627","0.930937834767905","Cluster 3","Clustered","13.533834586466167","5714","45.8855421686747","blue","0","166","1.61052206405931E-5","0","2.46263430665511E-7","0.9980493751904908","false","0","5714","5.16052107952746","271470","PSMD8","0.19492437836452192"
,"1.6666666666666667","2018.82485140002","0.0023700301734582573","0.6","0.40752351097178685","88","3","ENSG00000198053","false","0.204413390138059","0.938180331406515","Cluster 3","Clustered","14.333817126269956","140885","76.02272727272727","blue","0","88","1.73468300247924E-4","0","4.44047958341931E-6","0.996545768566494","true","0","140885","4.58962267967316","49970","SIRPA","0.30167748917748916"
,"1.572549019607843","7977.47443041737","0.006946350256926725","0.6359102244389028","0.2717181467181467","112","3","ENSG00000087460","false","0.187439646443168","0.998629363837302","Cluster 3","Clustered","15.202439024390245","2778","64.44642857142857","blue","0","112","7.44581865997297E-6","0","9.94433210013084E-8","0.9970334247688714","true","0","2778","5.32773819619901","110416","GNAS","0.2557397959183674"
,"1.7921568627450981","358.805229714252","0.0015562328286602908","0.5579868708971554","0.09409701928696669","59","3","ENSG00000184076","false","0.246089323775526","1.08359256013584","Cluster 7","Clustered","5.0256410256410255","29796","63.52542372881356","blue","0","59","3.56530371296829E-4","0","1.06641666428517E-5","0.9958955602966576","true","0","29796","4.40324896468999","34352","UQCR10","0.2551221836498537"
,"1.384313725490196","3013.28224529238","0.042594344352179334","0.7223796033994334","0.11972049689440994","161","3","ENSG00000128272","false","0.15933685595742","0.741431984145746","Cluster 1","Seed","10.485049833887043","468","45.515527950310556","blue","0","161","1.35247251907518E-4","0","3.26765990742983E-6","0.9980087371736259","true","0","468","4.65323593647336","296326","ATF4","0.18133676474227314"
,"2.0392156862745097","10532.1849534509","2.983113528476619E-4","0.4903846153846154","0.15384615384615385","27","4","ENSG00000142676","false","0.25356078478145","1.21785377783091","Cluster 7","Clustered","4.533333333333333","6135","121.22222222222223","blue","0","27","7.45684044690124E-5","0","1.56301793823009E-6","0.9946154627654171","true","0","6135","4.80300523947582","10692","RPL11","0.5654205607476636"
,"1.772549019607843","7297.71158812794","0.004447011868308868","0.5641592920353983","0.13938618925831203","69","3","ENSG00000142669","false","0.256061357093869","1.02249347161771","Cluster 4","Clustered","7.84","83442","81.92753623188406","blue","0","69","0.00150369291130162","0","6.51990758702939E-5","0.9959971553388194","true","0","83442","3.99315805876509","114234","SH3BGRL3","0.36289855072463767"
,"1.9058823529411764","4119.54163936777","2.286719272894605E-4","0.5246913580246914","0.4114942528735632","30","3","ENSG00000065978","false","0.21259872541975","1.15877539468351",,"Unclustered","4.04516129032258","4904","89.0","blue","0","30","4.36490863443145E-6","0","5.02203765844372E-8","0.9953063090521183","true","0","4904","5.45052841871773","5298","YBX1","0.357429718875502"
,"2.219607843137255","1710.43291043272","3.411613506884946E-6","0.450530035335689","0.16666666666666666","4","4","ENSG00000134243","false","0.241228569566926","1.0296675395719",,"Unclustered","2.0","6272","165.5","blue","0","4","5.84700939921326E-4","0","1.96852570201671E-5","0.9936807883775272","true","0","6272","4.26843114569906","144","SORT1","0.8418367346938775"
,"2.023529411764706","662.067801483315","1.2880991943558572E-6","0.49418604651162795","0.6666666666666666","4","3","ENSG00000134256","false","0.225006726004834","0.872000097986719",,"Unclustered","2.4000000000000004","9398","141.25","blue","0","4","0.00219837424584813","0","1.06432142119526E-4","0.9946967387991466","true","0","9398","3.87544014114488","38","CD101","0.576530612244898"
,"2.219607843137255","66718.844195713","8.741237542804378E-7","0.450530035335689","0.0","2","4","ENSG00000265972","false","0.209800833179556","0.886162190896954",,"Unclustered","0.6666666666666666","10628","179.5","blue","0","2","6.89673671659645E-4","0","2.40189634305506E-5","0.9936807883775272","true","0","10628","4.22382588985499","30","TXNIP","0.8969849246231156"
,"2.172549019607843","583.338400736817","2.3573511728467122E-5","0.46028880866426","0.0","7","4","ENSG00000203814","false","0.230172300912641","0.91954361285645",,"Unclustered","0.25","440689","141.85714285714286","blue","0","7","0.00149670819694561","0","6.46880003502738E-5","0.9939246164787158","true","0","440689","3.99502289897797","634","H2BC18","0.7042857142857143"
,"1.8941176470588235","1406.90383997272","0.0013130052415515976","0.5279503105590062","0.16578014184397163","48","3","ENSG00000159377","false","0.232330969476956","0.911244135740611","Cluster 4","Clustered","6.842105263157895","5692","102.22916666666667","blue","0","48","0.00189845968979212","0","8.77509974081541E-5","0.9953672660774153","true","0","5692","3.92218109274061","52926","PSMB4","0.46134992458521873"
,"1.9450980392156862","8030.80692516348","8.273310202565868E-4","0.5141129032258065","0.18846153846153846","40","3","ENSG00000163220","false","0.331659345022762","1.49177129486244","Cluster 5","Clustered","5.789473684210526","6280","109.975","blue","0","40","2.49557858678141E-4","0","6.86272538472164E-6","0.9951031189677944","true","0","6280","4.4979021916601","33790","S100A9","0.4967194570135747"
,"1.9764705882352942","2291.03788610801","3.416268941300732E-5","0.5059523809523809","0.48484848484848486","12","3","ENSG00000163479","false","0.175049040896182","0.760346369317439",,"Unclustered","2.8205128205128203","6746","105.16666666666667","blue","0","12","4.43801668811738E-4","0","1.40154394574658E-5","0.9949405669003353","true","0","6746","4.34361916766163","756","SSR2","0.4223560910307898"
,"2.070588235294118","194.444908361755","0.003793119277043239","0.4829545454545454","0.15584415584415584","22","3","ENSG00000187800","false","0.437124911360905","1.70673590345319","Cluster 6","Clustered","2.884615384615384","375033","71.63636363636364","blue","0","22","0.00200042637574682","0","9.44367487715758E-5","0.9944529106979579","true","0","375033","3.90445810589836","33072","PEAR1","0.3428758741258741"
,"2.0901960784313727","620.717365848713","1.6400559397097698E-4","0.4784240150093808","0.16666666666666666","21","4","ENSG00000179639","false","0.344875972645231","1.51527447133357",,"Unclustered","3.1818181818181817","2205","126.85714285714286","blue","0","21","3.69733409897544E-4","0","1.11448115578466E-5","0.9943513156557959","true","0","2205","4.39367944281905","5548","FCER1A","0.6112261329652634"
,"1.9568627450980391","5027.46727511434","0.0012124954887091813","0.5110220440881764","0.15873015873015872","36","3","ENSG00000158710","false","0.238702639427383","0.980061600099594","Cluster 7","Clustered","4.163398692810458","8407","93.08333333333333","blue","0","36","0.00102224772512637","0","4.02944985326199E-5","0.9950421619424972","true","0","8407","4.10578451269176","36278","TAGLN2","0.42364282090309485"
,"1.8862745098039215","2930.20898191007","0.0023184049875613496","0.5301455301455301","0.1509433962264151","53","4","ENSG00000158869","false","0.304539641814273","1.64429872573164","Cluster 4","Clustered","6.7251461988304095","2207","87.9622641509434","blue","0","53","5.48562474091719E-6","0","6.6904067281637E-8","0.9954079040942803","true","0","2207","5.39929289972187","57562","FCER1G","0.400448005513914"
,"2.196078431372549","224.469668673657","2.1324048952789072E-5","0.4553571428571428","0.1","5","4","ENSG00000185630","false","0.397480450646786","1.56554251809769",,"Unclustered","2.0","5087","139.6","blue","0","5","0.00180292828570414","0","8.19360842139702E-5","0.9938027024281215","true","0","5087","3.93866545021325","1062","PBX1","0.702020202020202"
,"2.0901960784313727","477.209585730744","3.1780571760795363E-4","0.4784240150093808","0.1871345029239766","19","3","ENSG00000174175","false","0.346448044908039","1.41076898998015","Cluster 6","Clustered","3.0303030303030303","6403","78.73684210526316","blue","0","19","0.0011443257461132","0","4.65923764184471E-5","0.9943513156557959","true","0","6403","4.07209395669881","6468","SELP","0.3772773279352227"
,"2.152941176470588","2719.97920251892","2.805985040858862E-5","0.4644808743169399","0.1388888888888889","9","4","ENSG00000150681","false","0.247896753880932","1.12241222353286",,"Unclustered","2.4000000000000004","64407","148.22222222222223","blue","0","9","2.22806844851824E-4","0","5.96176727321009E-6","0.9940262115208778","true","0","64407","4.52774070640703","974","RGS18","0.7208672086720868"
,"1.7843137254901962","1750.1895499386","0.0017592642346577986","0.5604395604395604","0.4223057644110276","57","3","ENSG00000159346","false","0.219792221731508","0.912784185661796","Cluster 3","Clustered","14.319327731092438","51094","100.40350877192982","blue","0","57","8.74898707220873E-4","0","3.28229017873162E-5","0.9959361983135223","true","0","51094","4.15294125729722","46320","ADIPOR1","0.39685181332778585"
,"1.9137254901960785","813.654415117025","0.002025554766261562","0.5225409836065573","0.15010570824524314","44","3","ENSG00000162722","false","0.336406139308234","1.50568475873721","Cluster 7","Clustered","4.673684210526316","25893","89.95454545454545","blue","0","44","2.69559457547773E-4","0","7.61276709546437E-6","0.9952656710352535","true","0","25893","4.47579453167356","51866","TRIM58","0.40066964285714285"
,"2.172549019607843","325.727635198567","5.138984135719941E-5","0.46028880866426","0.03571428571428571","8","4","ENSG00000151693","false","0.293737310958406","1.48350915914031",,"Unclustered","2.0","8853","127.625","blue","0","8","2.61103625776526E-5","0","4.40742532844813E-7","0.9939246164787158","true","0","8853","5.05046210949477","2426","ASAP2","0.6407828282828283"
,"1.9490196078431372","1890.7105345282","9.63752148137256E-4","0.5130784708249497","0.1593172119487909","38","3","ENSG00000228474","false","0.250606082612854","1.17499322664392","Cluster 7","Clustered","5.071895424836601","100128731","110.44736842105263","blue","0","38","1.17458546079635E-4","0","2.75072184057762E-6","0.995082799959362","true","0","100128731","4.68860617584887","39264","OST4","0.5008373205741626"
,"2.149019607843137","567.133905068828","1.6904506803241585E-4","0.4653284671532847","0.15151515151515152","12","4","ENSG00000049323","false","0.303523738563173","1.50417564807313",,"Unclustered","2.142857142857143","4052","96.41666666666667","blue","0","12","3.91446953876135E-5","0","7.20666113377971E-7","0.9940465305293101","true","0","4052","4.95571007129006","5246","LTBP1","0.47761194029850745"
,"1.8941176470588235","4127.50419143908","0.0014443766294268594","0.5279503105590062","0.2111111111111111","36","3","ENSG00000169564","false","0.165497927717475","0.81741337789373","Cluster 6","Clustered","3.2205882352941178","5093","55.05555555555556","blue","0","36","4.19923994312748E-5","0","7.84777266314402E-7","0.9953672660774153","true","0","5093","4.93911548722927","10122","PCBP1","0.22380307136404698"
,"1.9411764705882353","1378.243088212","9.410816957183548E-5","0.5151515151515151","0.5157894736842106","20","3","ENSG00000115307","false","0.185334540142829","0.752498354690341",,"Unclustered","5.057142857142857","550","108.65","blue","0","20","0.00120002650708994","0","4.90272376528582E-5","0.9951234379762268","true","0","550","4.06021648263958","2500","AUP1","0.4346"
,"1.8666666666666667","828.666455613353","3.606876682354324E-4","0.5357142857142857","0.49644381223328593","38","3","ENSG00000042493","false","0.240102961011522","0.942648069032609","Cluster 1","Clustered","10.17094017094017","822","110.5","blue","0","38","0.00187738117711542","0","8.63644095575262E-5","0.9955094991364422","true","0","822","3.9260160102206","12838","CAPG","0.4402390438247012"
,"2.0392156862745097","13979.0088474603","3.6379670082851615E-4","0.4903846153846154","0.10582010582010581","28","4","ENSG00000211592","false","0.338541212083916","1.53408272066334",,"Unclustered","2.692307692307692","3514","115.42857142857143","blue","0","28","2.19309190407545E-4","0","5.85800842490939E-6","0.9946154627654171","true","0","3514","4.53145042879765","13338","IGKC","0.5553830227743272"
,"2.219607843137255","3237.58572283045","8.741237542804378E-7","0.450530035335689","0.0","2","4","ENSG00000071082","false","0.19653785550273","0.82887768027683",,"Unclustered","0.6666666666666666","6160","179.5","blue","0","2","7.05874924605168E-4","0","2.47141331885041E-5","0.9936807883775272","true","0","6160","4.21739454802037","30","RPL31","0.8969849246231156"
,"1.988235294117647","2628.2153543413","5.11256678462598E-4","0.5029585798816568","0.21169354838709678","32","3","ENSG00000169756","false","0.259741870860894","1.04023845040756","Cluster 7","Clustered","5.071895424836601","3987","117.53125","blue","0","32","0.00145113812704249","0","6.20455088635306E-5","0.9948796098750381","true","0","3987","4.00489319245977","22334","LIMS1","0.5333806818181818"
,"2.243137254901961","189.42459000888","2.731080800154931E-6","0.4458041958041958","0.0","3","4","ENSG00000256671","false","0.31327345107196","1.22702677001957",,"Unclustered","0.5","100288695","167.0","blue","0","3","0.00193022154151234","0","8.97353185837445E-5","0.9935588743269328","true","0","100288695","3.91679143515331","116","LIMS4","0.8556701030927835"
,"1.803921568627451","3351.16268149136","0.001362000736656667","0.5543478260869565","0.3284416491963662","54","3","ENSG00000072135","false","0.209133867805377","0.830633809960799","Cluster 2","Clustered","12.32","26469","100.96296296296296","blue","0","54","0.00161758227366453","0","7.13374486298908E-5","0.9958346032713603","true","0","26469","3.97178046137318","53204","PTPN18","0.40224288033052974"
,"2.149019607843137","3500.5586158592","1.6904506803241585E-4","0.4653284671532847","0.15151515151515152","12","4","ENSG00000168497","false","0.284462264941469","1.49960672495774",,"Unclustered","2.142857142857143","8436","96.41666666666667","blue","0","12","9.71442061783953E-6","0","1.3514775483917E-7","0.9940465305293101","true","0","8436","5.27172461790774","5246","CAVIN2","0.47761194029850745"
,"1.9725490196078432","1003.7836046456","0.001257327609825972","0.5069582504970178","0.12944523470839261","38","3","NA","false","0.33194277824674","1.45529310119896","Cluster 7","Clustered","4.2","3580","89.36842105263158","blue","0","38","3.83311075538769E-4","0","1.16429583786818E-5","0.9949608859087676","true","0","3580","4.38416858738589","37408","CXCR2P1","0.41821102050901904"
,"1.572549019607843","675.710685021433","0.01310582996038208","0.6359102244389028","0.2592956592956593","111","3","ENSG00000127838","false","0.215216422649943","0.900542240660129","Cluster 3","Clustered","14.308943089430894","25953","63.027027027027025","blue","0","111","7.8951681314919E-4","0","2.85975004234797E-5","0.9970334247688714","true","0","25953","4.18435651690435","119206","PNKD","0.2491186839012926"
,"1.5960784313725491","973.448935796787","0.005885102671376719","0.6265356265356264","0.3468104222821204","106","3","ENSG00000254999","false","0.204793032805865","0.860643007117787","Cluster 3","Clustered","16.23673469387755","55845","70.13207547169812","blue","0","106","7.41210878729534E-4","0","2.63981615129049E-5","0.996911510718277","true","0","55845","4.20250140019968","86980","BRK1","0.2783018867924528"
,"2.180392156862745","169.773815222499","3.52948988205963E-5","0.4586330935251799","0.047619047619047616","7","4","NA","false","0.432263621232706","1.94922507486243",,"Unclustered","2.0","101927854","136.71428571428572","blue","0","7","2.38888705425616E-4","0","6.50285986295847E-6","0.9938839784618511","true","0","101927854","4.50934332457525","1744","THRB-AS2","0.6868686868686869"
,"1.9333333333333333","394.193768447308","0.0014313498699275004","0.5172413793103449","0.15098722415795587","42","3","ENSG00000144677","false","0.347843181547046","1.43592741137026","Cluster 5","Clustered","5.466666666666667","10217","95.57142857142857","blue","0","42","9.46930010972556E-4","0","3.65791457586783E-5","0.9951640759930915","true","0","10217","4.12808842474335","37212","CTDSPL","0.43333333333333335"
,"2.0313725490196077","3005.24389863841","3.514790581265488E-4","0.4922779922779923","0.09971509971509972","27","4","ENSG00000172936","false","0.221658036969729","0.975510525235689",,"Unclustered","3.1818181818181817","4615","120.62962962962963","blue","0","27","3.59737189669387E-4","0","1.07767679709898E-5","0.9946561007822818","true","0","4615","4.4009706959956","13320","MYD88","0.5748715222399433"
,"1.988235294117647","2633.18833206411","0.0011847783131174495","0.5029585798816568","0.13445378151260504","35","3","ENSG00000233276","false","0.338894024454133","1.51478618942764","Cluster 7","Clustered","4.333333333333334","2876","85.71428571428571","blue","0","35","2.754256797768E-4","0","7.82952799588103E-6","0.9948796098750381","true","0","2876","4.4697931510228","30568","GPX1","0.4028301886792453"
,"2.0823529411764707","4798.15433565747","1.4477129525664143E-4","0.48022598870056493","0.24761904761904763","21","4","ENSG00000162244","false","0.217827162526567","0.895540483321168",,"Unclustered","4.533333333333333","6159","133.04761904761904","blue","0","21","0.00100547024180011","0","3.93534077202418E-5","0.9943919536726608","true","0","6159","4.11124339560704","5350","RPL29","0.6214953271028038"
