"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ENTREZID"
92.8764657574186,1.79607964245674,0.51847338676006,3.46416940256171,0.000531871453752868,0.00756085325774796,"100287102"
526.195533140031,0.227714315169566,0.198622627187034,1.14646713919023,0.25160191645058,0.515197391163261,"653635"
20.9423275705892,-0.230303129858996,0.833082603711945,-0.276446931952293,0.78220481408972,0.906414348488942,"102466751"
160.575888406892,-0.839859429335227,0.359801392636284,-2.33423062423837,0.0195836491655024,0.104127375862872,"100996442"
892.064808477128,-0.215008271885549,0.338789505033152,-0.634636754360232,0.525665351162774,0.756937695396543,"729737"
121.373327044482,1.46348488397957,0.594878677968885,2.46014008936478,0.0138882792946095,0.0819463135696941,"102725121"
589.153862386709,0.0879239694459876,0.181413036896977,0.484661802425583,0.627916266202942,0.824025460345682,"102723897"
12.3054122725493,0.128619291510818,0.925471568235385,0.138977031737516,0.889468298912836,0.955440077371029,"102465909"
35.2141657912954,-1.32313358072349,0.549452309308232,-2.40809540392929,0.0160359898454514,0.0904998913968367,"112268260"
397.368991516933,-0.493661284940878,0.350490421402679,-1.40848723615676,0.158986843844893,0.394657799087289,"100132287"
811.139916478743,1.78479766681895,0.408655470625816,4.3674875172617,1.25683977129407e-05,0.000404564512649383,"113219467"
19.1922766565574,-1.73913133399625,1.02513199179641,-1.69649503470149,0.0897921697062572,0.277244895123959,"81399"
343.891209486048,-0.682487271874945,0.355160552701029,-1.92163027871357,0.0546522958546834,0.201573698387591,"100133331"
207.97337166739,-1.13451009046485,0.329565803523778,-3.44243874314162,0.00057649441296657,0.00803070124109245,"107984841"
313.283502927636,-1.26360269280788,0.341840570424127,-3.6964678921525,0.000218619893836087,0.00386103144199948,"107984847"
85.7066718830027,-0.879006244720564,0.434505231091178,-2.02300497628787,0.0430726344652256,0.17341640956089,"107984849"
250.239491330247,-0.918200140152848,0.257125716435093,-3.57101636072498,0.000355598679455918,0.00553206038250025,"100288069"
416.778535714123,-0.415534087449595,0.299825982186091,-1.38591753930014,0.165772084486693,0.404287404418801,"105378580"
81.0499185248232,-0.733159208269966,0.415577114447212,-1.76419533892089,0.0776990972241874,0.253122698728771,"400728"
113.080590086409,0.211074518539135,0.318140466696522,0.663463283155618,0.507033887470654,0.74323418080122,"79854"
381.505556104382,-0.220963042972146,0.249361215395831,-0.886116321743912,0.375554848665116,0.638932130699373,"643837"
5.86683454634658,1.55665048310549,1.64170467972601,0.948191536717363,0.343031954882825,0.609872295745175,"107984850"
70.6796434026189,0.301632853209808,0.384921380331739,0.783621977427831,0.433261956145636,0.68864603982638,"148398"
575.050397696266,0.0103646125641317,0.252088176172639,0.0411150285645831,0.967204193672503,0.986287429885717,"26155"
155.658755079968,0.107350001482267,0.352182045405059,0.304813953132674,0.760507853876114,0.895471990530071,"339451"
16.7288465420399,-1.10604148403858,1.1623685777034,-0.951541107747325,0.341329761110447,0.608281502397336,"84069"
12.3999998373252,0.59501396039151,1.0262554758367,0.579791264846989,0.562055388931593,0.783057398043732,"57801"
138.896344292678,-0.318984311553184,0.574902683733128,-0.554849230276437,0.578997790580654,0.793324968633843,"9636"
140.639265988669,-0.447489633760872,0.4455210657994,-1.00441857436739,0.315176900753414,0.58424498064274,"375790"
14.8692617282911,-0.244948168166566,0.875006273815113,-0.279938756437217,0.779524492123323,0.905108020038086,"100288175"
